feature_pair,correlation_coefficient
"('amplitude__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""var""', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var""')",0.9466081292901892
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2', 'amplitude__quantile__q_0.8')",0.9463923903938486
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2')",0.9463765379574194
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2')",0.9462425547348539
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0')",0.9461356171036804
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6')",0.946020025014986
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2')",0.9458854459897573
"('amplitude__ar_coefficient__coeff_2__k_10', 'amplitude__ar_coefficient__coeff_7__k_10')",-0.94582568409605
"('amplitude__cid_ce__normalize_False', 'amplitude__root_mean_square')",0.9456754732241837
"('amplitude__cid_ce__normalize_False', 'amplitude__standard_deviation')",0.9456754732241837
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0')",0.9456294050498033
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0')",0.9455831248362013
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0')",0.9454920876208457
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6', 'amplitude__linear_trend__attr_""stderr""')",0.9454762777761819
"('amplitude__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""min""', 'amplitude__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""min""')",0.9453982469659422
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""')",0.9453836159242059
"('amplitude__mean_abs_change', 'amplitude__quantile__q_0.9')",0.9452903637458971
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0', 'amplitude__quantile__q_0.9')",0.9452903637458971
"('amplitude__absolute_sum_of_changes', 'amplitude__quantile__q_0.9')",0.9452764129368775
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0', 'amplitude__quantile__q_0.1')",-0.9449831377139863
"('amplitude__matrix_profile__feature_""75""__threshold_0.98', 'amplitude__matrix_profile__feature_""median""__threshold_0.98')",0.9449464690171752
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4')",0.9449089764962928
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0', 'amplitude__variance')",0.9448141152717823
"('amplitude__abs_energy', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0')",0.9447865612645601
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6')",0.9446569885835452
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6')",0.9445776417120297
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0', 'amplitude__variance')",0.9444184423765808
"('amplitude__abs_energy', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0')",0.9443936960216064
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0')",0.9443701349080922
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var""', 'amplitude__linear_trend__attr_""stderr""')",0.9442140949000908
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2', 'amplitude__quantile__q_0.8')",0.9442006273677359
"('amplitude__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)')",0.9441425305285781
"('amplitude__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""max""', 'amplitude__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""max""')",0.9439268047195721
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""', 'amplitude__quantile__q_0.1')",-0.9438571323764393
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2', 'amplitude__quantile__q_0.2')",-0.9438066707390547
"('amplitude__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)')",0.943622382513966
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""', 'amplitude__quantile__q_0.9')",0.9435354786433294
"('amplitude__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)')",0.9434342610212935
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0')",0.9433635401352201
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2')",0.9433522360341541
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""', 'amplitude__standard_deviation')",0.94312181710193
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""', 'amplitude__root_mean_square')",0.9431218171019298
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var""', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""')",0.943114204041911
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2')",0.9430125798009499
"('amplitude__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)')",0.9429024397552073
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4')",0.9428763307037185
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0')",0.9428489054995342
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6')",0.9428398555133869
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""', 'amplitude__quantile__q_0.8')",0.942779857087584
"('amplitude__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)')",0.9427318185328893
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2', 'amplitude__quantile__q_0.2')",-0.9427085032101706
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8')",0.9426501717871929
"('amplitude__benford_correlation', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2')",-0.9426046338736188
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0')",0.9423171486967716
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6')",0.9421856032681846
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0', 'amplitude__linear_trend__attr_""stderr""')",0.942026003857238
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0')",0.9420023739572033
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0', 'amplitude__quantile__q_0.8')",0.9419157467233573
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2')",0.9418507308392967
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4')",0.9418135068429979
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0')",0.9416807635131172
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6')",0.9416394635576759
"('amplitude__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""var""', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""')",0.9416205927414569
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2', 'amplitude__variance')",0.9410969863024271
"('amplitude__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""var""', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""')",0.9410912470125464
"('amplitude__abs_energy', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2')",0.9410831576734882
"('amplitude__cwt_coefficients__coeff_2__w_10__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20)')",0.941013217747666
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0')",0.9409239351037298
"('amplitude__ar_coefficient__coeff_3__k_10', 'amplitude__ar_coefficient__coeff_8__k_10')",-0.9409178139342144
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6')",0.9408836446554407
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4', 'amplitude__quantile__q_0.1')",-0.940829884241531
"('amplitude__fourier_entropy__bins_3', 'amplitude__fourier_entropy__bins_5')",0.9407683210555896
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6')",0.9406954394182848
"('amplitude__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""var""', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""')",0.9404802072778115
"('amplitude__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""var""', 'amplitude__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""var""')",0.9404443446664734
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4', 'amplitude__quantile__q_0.9')",0.9403866988672075
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0')",0.9403487463140208
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0', 'amplitude__quantile__q_0.8')",0.940049574553726
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2')",0.9398364752200499
"('amplitude__ar_coefficient__coeff_1__k_10', 'amplitude__ar_coefficient__coeff_2__k_10')",-0.9397169300065762
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2')",0.9396437989670265
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0')",0.9393165084850419
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6', 'amplitude__root_mean_square')",0.9392825576192954
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6', 'amplitude__standard_deviation')",0.9392825576192952
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0', 'amplitude__mean_abs_change')",0.9392315679006237
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0')",0.9392315679006237
"('amplitude__absolute_sum_of_changes', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0')",0.9392095902334118
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4')",0.9391607795151842
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4')",0.9391060512036842
"('amplitude__maximum', 'amplitude__minimum')",-0.9389495003931337
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var""', 'amplitude__standard_deviation')",0.9388888582627462
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var""', 'amplitude__root_mean_square')",0.938888858262746
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4', 'amplitude__linear_trend__attr_""stderr""')",0.9386698039594698
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0')",0.9376529905742889
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6')",0.9375885180159788
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0')",0.9373464364588158
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0')",0.9372629804710132
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0')",0.9371383897681922
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0')",0.9370129760555833
"('amplitude__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min""', 'amplitude__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""var""')",-0.9370017037875766
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0')",0.9369799051165605
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2')",0.936897033017643
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0')",0.9368238385452085
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4', 'amplitude__quantile__q_0.8')",0.9368004289889766
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var""', 'amplitude__cid_ce__normalize_False')",0.9367882398898064
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4')",0.936760812844368
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0')",0.9367430307150554
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0')",0.9366828536134053
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2')",0.9366674653373863
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4', 'amplitude__quantile__q_0.2')",-0.9365816324959404
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0', 'amplitude__quantile__q_0.9')",0.9365494295230845
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6')",0.9364236039338723
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0', 'amplitude__cid_ce__normalize_False')",0.9363887677004747
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6', 'amplitude__quantile__q_0.7')",0.936300057511773
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0', 'amplitude__quantile__q_0.2')",-0.936226328390961
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0', 'amplitude__root_mean_square')",0.9360495079272133
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0', 'amplitude__standard_deviation')",0.9360495079272132
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var""', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""')",0.9358240733662417
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0', 'amplitude__quantile__q_0.2')",-0.9358123765933662
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0')",0.9357579228254146
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6')",0.9357508907489879
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2')",0.9354029412428209
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0')",0.9352388428167654
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4', 'amplitude__quantile__q_0.7')",0.9352107389826431
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2')",0.9351181512683343
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0', 'amplitude__quantile__q_0.7')",0.9350431782417842
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0')",0.935030769324257
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0')",0.9347111652064714
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4', 'amplitude__linear_trend__attr_""stderr""')",0.9346410297419522
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0')",0.9344816381638072
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0', 'amplitude__quantile__q_0.7')",0.9343451344279852
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0', 'amplitude__mean_abs_change')",0.9341768065237488
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0')",0.9341768065237488
"('amplitude__absolute_sum_of_changes', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0')",0.9341500388171211
"('amplitude__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)')",0.9340591339592486
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6')",0.9339092284739399
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var""', 'amplitude__quantile__q_0.9')",0.9339041974111695
"('amplitude__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6')",0.9338855805223686
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2')",0.9337920440791586
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4', 'amplitude__standard_deviation')",0.9337538819881865
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4', 'amplitude__root_mean_square')",0.9337538819881863
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0')",0.9336967640934787
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6')",0.9336228768556887
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var""', 'amplitude__quantile__q_0.1')",-0.9334807597585588
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0')",0.933332661162749
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6')",0.9331433895934232
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""min""', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""min""')",0.9331054798151069
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""max""', 'amplitude__maximum')",0.9330778283185864
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0')",0.9330418282096113
"('amplitude__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var""', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""')",0.9328665653571505
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0')",0.932628067569723
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2')",0.9324407662901714
"('amplitude__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""max""', 'amplitude__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""var""')",0.9324277198183736
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6', 'amplitude__quantile__q_0.9')",0.9322861042063609
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6', 'amplitude__quantile__q_0.9')",0.9322684595614071
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0')",0.9322126471735782
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""')",0.9321577610897018
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2')",0.9320229367928612
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2', 'amplitude__quantile__q_0.3')",-0.9319622000946937
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2', 'amplitude__quantile__q_0.3')",-0.9317362491521605
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""max""')",0.9316573190031797
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4')",0.9316421409689678
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0', 'amplitude__variance')",0.9316049995844892
"('amplitude__abs_energy', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0')",0.9315811078451692
"('amplitude__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)')",0.9314869717292332
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0')",0.9313821827195795
"('amplitude__cwt_coefficients__coeff_0__w_5__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_1__w_5__widths_(2, 5, 10, 20)')",0.9313702333258536
